Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
333,male,group C,associate's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,62,62,52
334,male,group B,high school,free/reduced,none,single,never,no,4.0,private,5 - 10,42,61,55
335,male,group C,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,51,47,43
336,female,group C,some college,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,74,86,87
337,female,group D,associate's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,69,72,72
340,female,group B,high school,standard,completed,married,sometimes,no,1.0,private,< 5,71,87,88
343,male,group D,associate's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,63,49,56
345,female,group D,some high school,standard,completed,single,never,no,2.0,private,5 - 10,69,76,78
348,female,group E,associate's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,66,59,58
349,female,group B,bachelor's degree,standard,completed,married,regularly,no,7.0,school_bus,< 5,87,92,100
352,female,group C,master's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,69,79,77
353,male,group E,some high school,free/reduced,completed,married,never,yes,2.0,private,5 - 10,45,29,27
354,male,group B,some high school,standard,none,single,sometimes,no,2.0,private,5 - 10,83,85,80
355,female,group B,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,59,66,67
357,female,group D,some college,free/reduced,completed,married,regularly,no,5.0,private,< 5,41,56,57
358,male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,77,76,70
359,female,group C,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,62,63,66
360,female,group E,some college,standard,none,married,never,no,3.0,school_bus,< 5,52,51,50
363,male,group B,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,76,72,77
364,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,65,61,58
366,male,group A,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,65,63,55
367,female,group B,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,75,79,75
368,male,group C,some high school,standard,none,married,regularly,yes,3.0,private,< 5,56,52,47
369,male,group E,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,65,63,63
370,male,group B,high school,standard,none,divorced,regularly,yes,5.0,school_bus,> 10,89,78,69
376,male,group B,some high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,52,49,44
378,female,group A,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,69,67
381,male,group D,associate's degree,standard,none,married,sometimes,no,4.0,private,< 5,97,85,85
382,female,group C,some high school,standard,completed,married,sometimes,yes,1.0,private,< 5,71,81,75
383,female,group C,high school,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,61,76,66
386,female,group A,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,84,98,99
387,female,group C,some college,free/reduced,none,married,regularly,yes,1.0,private,< 5,75,84,85
389,female,group C,high school,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,80,89,92
390,male,group D,some high school,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,71,53,55
391,male,group C,associate's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,77,62,64
393,male,group E,high school,standard,none,single,sometimes,yes,2.0,private,5 - 10,86,68,71
394,male,group D,associate's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,64,65,60
395,male,group D,bachelor's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,69,62,65
396,male,group B,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,66,48,52
398,female,group C,associate's degree,standard,completed,single,regularly,yes,3.0,private,5 - 10,77,78,75
401,female,group B,some college,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,46,60,63
402,male,group B,master's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,72,67,70
405,male,group A,some college,standard,completed,married,regularly,no,4.0,private,5 - 10,96,92,94
407,male,group D,some high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,62,65,66
408,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,64,93,88
409,male,group C,some college,standard,none,divorced,sometimes,yes,3.0,private,> 10,87,87,84
410,male,group D,bachelor's degree,standard,none,married,never,no,3.0,school_bus,< 5,55,47,55
412,male,group C,bachelor's degree,standard,completed,married,regularly,no,1.0,private,< 5,72,79,78
413,male,group D,some high school,free/reduced,none,single,regularly,yes,5.0,private,< 5,35,32,35
414,male,group B,some college,standard,none,married,regularly,yes,0.0,school_bus,> 10,86,85,82
415,male,group B,high school,standard,none,single,sometimes,yes,4.0,private,5 - 10,52,50,45
417,female,group D,master's degree,standard,none,divorced,sometimes,yes,0.0,private,< 5,77,92,96
420,male,group C,high school,standard,completed,single,sometimes,yes,4.0,school_bus,5 - 10,64,68,73
421,female,group D,master's degree,standard,none,married,sometimes,yes,4.0,private,< 5,42,52,50
422,female,group C,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,71,87,87
423,female,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,76,71,77
425,male,group D,associate's degree,free/reduced,none,divorced,never,yes,3.0,private,5 - 10,56,55,48
426,female,group D,bachelor's degree,free/reduced,none,married,never,no,4.0,school_bus,5 - 10,73,84,80
427,female,group C,high school,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,68,80,76
428,male,group D,some high school,free/reduced,completed,divorced,sometimes,yes,0.0,private,5 - 10,39,45,48
429,female,group D,master's degree,free/reduced,completed,married,sometimes,no,5.0,school_bus,> 10,62,77,79
430,female,group E,some high school,standard,completed,married,never,yes,4.0,private,5 - 10,91,95,87
432,male,group E,some college,standard,completed,single,sometimes,yes,2.0,private,5 - 10,65,66,58
433,male,group D,some college,free/reduced,none,single,sometimes,yes,1.0,private,> 10,49,47,54
435,male,group C,some high school,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,45,45,51
436,male,group B,high school,free/reduced,completed,divorced,sometimes,no,3.0,school_bus,5 - 10,55,45,47
440,male,group C,high school,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,62,68,56
441,male,group D,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,51,49,50
442,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,83,86,84
443,female,group B,master's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,69,64,72
444,female,group B,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,77,88,87
445,female,group D,some college,standard,none,single,regularly,no,4.0,private,> 10,80,88,93
448,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,1.0,private,< 5,34,42,47
449,male,group D,some high school,free/reduced,none,single,sometimes,yes,5.0,school_bus,5 - 10,55,60,53
450,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,64,65,57
452,male,group E,master's degree,free/reduced,completed,married,never,yes,4.0,private,< 5,58,47,50
455,female,group E,some college,standard,completed,married,regularly,yes,0.0,private,< 5,87,95,98
456,male,group A,high school,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,53,50,48
461,male,group C,some college,standard,none,single,regularly,no,1.0,private,5 - 10,92,81,76
462,female,group C,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,72,82,78
463,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,62,63,67
465,male,group E,high school,free/reduced,completed,single,regularly,no,1.0,private,> 10,75,63,56
466,female,group C,associate's degree,standard,none,divorced,sometimes,no,5.0,school_bus,> 10,51,64,59
468,female,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,59,71,76
470,female,group B,master's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10,61,80,79
472,male,group A,some college,standard,none,married,sometimes,yes,2.0,private,< 5,43,44,38
474,female,group A,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,66,75,72
475,male,group B,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,86,93,82
476,male,group C,some high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,77,60,66
478,female,group D,associate's degree,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,78,92,89
484,male,group C,high school,standard,none,married,never,yes,2.0,school_bus,< 5,64,76,64
485,female,group B,high school,standard,none,divorced,sometimes,no,2.0,private,5 - 10,56,78,69
486,female,group C,some high school,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,74,91,89
491,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,91,100,100
495,male,group D,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,72,68,65
498,female,group B,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,71,75,70
499,male,group B,some high school,standard,none,married,never,yes,0.0,private,5 - 10,65,60,59
504,female,group B,bachelor's degree,free/reduced,completed,single,regularly,yes,3.0,school_bus,< 5,68,74,75
506,female,group C,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,46,58,58
507,female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,88,87,86
508,male,group B,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5,25,27,18
510,male,group E,associate's degree,standard,completed,single,never,yes,3.0,school_bus,> 10,87,76,78
511,male,group D,high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,69,66,68
515,male,group B,high school,standard,none,married,never,yes,4.0,private,5 - 10,69,62,55
516,male,group D,some college,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,90,72,78
517,female,group C,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,< 5,62,67,64
518,male,group B,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,76,75
520,female,group C,master's degree,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,71,89,95
522,male,group B,high school,standard,none,married,regularly,yes,0.0,private,< 5,76,70,58
527,female,group D,high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,43,57,61
530,female,group B,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,69,72,72
531,female,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,90,96,89
538,female,group E,some high school,free/reduced,none,married,sometimes,yes,5.0,school_bus,< 5,49,62,53
539,male,group C,some college,standard,completed,married,regularly,no,2.0,private,< 5,51,49,46
543,female,group C,some high school,standard,none,single,never,no,3.0,school_bus,< 5,78,88,85
545,male,group A,associate's degree,standard,none,divorced,sometimes,no,4.0,private,5 - 10,90,83,73
546,female,group C,some high school,standard,none,married,never,yes,1.0,private,< 5,25,34,38
547,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,68,79,77
549,male,group B,some high school,free/reduced,completed,married,sometimes,no,6.0,private,> 10,73,71,74
552,female,group B,master's degree,standard,none,single,sometimes,no,1.0,private,5 - 10,66,81,78
553,female,group B,associate's degree,standard,completed,married,regularly,yes,4.0,private,5 - 10,69,75,78
554,male,group E,some college,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,94,98,94
555,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,< 5,65,74,81
556,female,group D,some college,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,82,92,93
560,female,group C,some high school,free/reduced,completed,divorced,regularly,no,2.0,private,> 10,31,38,41
561,female,group D,associate's degree,standard,none,single,never,no,1.0,private,5 - 10,85,94,89
565,female,group C,some college,free/reduced,none,widowed,never,yes,0.0,private,< 5,56,69,71
566,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,79,82,81
567,female,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,69,83,82
571,male,group D,some high school,free/reduced,none,single,regularly,no,2.0,private,< 5,59,57,55
572,female,group A,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,9,23,20
573,male,group D,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,55,60,55
574,female,group B,master's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,75,83,87
576,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,89,82,94
578,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,4.0,private,5 - 10,87,81,86
579,female,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,< 5,80,87,84
581,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,80,92,98
582,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,private,> 10,67,74,78
584,female,group E,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,61,71,68
585,male,group E,some high school,free/reduced,completed,single,sometimes,yes,3.0,school_bus,> 10,86,81,78
586,female,group D,some college,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,48,61,60
587,female,group D,some high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,82,95,88
588,male,group E,high school,free/reduced,completed,single,regularly,no,3.0,school_bus,< 5,48,60,56
589,male,group E,associate's degree,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,63,51,47
592,male,group B,some high school,standard,completed,single,sometimes,no,3.0,school_bus,< 5,55,55,57
593,male,group D,associate's degree,standard,completed,single,sometimes,yes,2.0,private,< 5,70,63,70
594,female,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,69,68,73
